idx,class,conversation
556,일반 대화,"오늘 점심 뭐 먹을까? 배고프네.  
치킨마요덮밥 어때? 간단해.  
좋아, 김밥도 추가하자.  
응, 매운 것도 괜찮아. 12시 반에 먹자!  
오케이, 배달 시킬까?"
557,일반 대화,"요즘 핫한 취미 들어봤어?  
‘레고 조립’ 재밌대.  
오, 창의적일 것 같네. 나도 해볼까?  
좋아, 기본 세트부터 시작해.  
주말에 같이 해보자!  "
558,일반 대화,"새로 산 워치 어때? 기능 좋아?  
심박수 측정까지 돼서 좋아.  
멋지다! 어디서 샀어?  
전자상가에서 할인 받았어.  
나도 하나 장만해볼까?  "
559,일반 대화,"주말에 콘서트 가고 싶다. 어디 추천해?  
올림픽공원에서 공연 있어.  
좋네, 티켓은 어떻게 해?  
온라인 예매 가능해. 토요일 가자!  
오후 6시 출발할까?"
560,일반 대화,"요즘 먹는 디저트 뭐야? 추천해줘.  
‘마들렌’ 구웠는데 맛있어.  
오, 집에서도 되겠네. 레시피는?  
간단해, 버터랑 계란 있으면 돼.  
같이 만들어 먹을까?  "
561,일반 대화,"새로 산 스니커즈 예쁘다. 어디서 샀어?  
나이키 매장에서 세일할 때 샀어.  
와, 스타일 좋네. 나도 사볼까?  
응, 같이 가면 더 재밌을 거야.  
다음 주에 시간 내자!  "
562,일반 대화,"오늘 저녁에 뭐 할까? 심심하네.  
집에서 영화 마라톤 어때?  
좋아, 코미디 영화로 가자.  
오케이, 치킨도 시킬까?  
7시쯤 시작할까?"
563,일반 대화,"요즘 핫한 드라마 들어봤어?  
‘더 글로리’ 인기래. 복수극이야.  
오, 스릴 있겠네. 나도 볼까?  
당연하지, 넷플릭스에 있어.  
주말에 같이 보자!  "
564,일반 대화,"새로 산 노트북 가방 어때?  
내구성이 좋아서 만족해.  
멋지다! 어디서 샀어?  
온라인 몰에서 세일할 때 샀어.  
나도 하나 사볼까? 조언해줘!  "
565,일반 대화,"주말에 하이킹 가고 싶다. 어디로 갈까?  
북한산 어때? 코스가 다양해.  
좋네, 준비물은 뭐 챙겨야 할까?  
물과 에너지바면 충분해.  
토요일 아침 7시 출발할까?"
566,일반 대화,"요즘 듣는 오디오북 뭐야?  
‘1984’ 듣고 있어. 깊이 있어.  
오, 고전이네. 나도 해볼까?  
좋아, 앱에서 다운 받아봐.  
같이 논의해볼까?"
567,일반 대화,"새로 산 머그컵 예쁘다. 어디서 샀어?  
공예 시장에서 핸드메이드로 샀어.  
와, 독특하네. 가격은 어땠어?  
저렴했어. 같이 가볼래?  
좋아, 다음 주에 시간 내자!  "
568,일반 대화,"오늘 점심 뭐 먹을까? 배고프네.  
된장찌개 어때? 집밥 느낌.  
좋아, 김치도 같이 먹자.  
응, 밥도 푸짐하게 먹자. 12시 반에 먹자!  
오케이, 근처 가자!"
569,일반 대화,"요즘 핫한 운동 들어봤어?  
‘필라테스’ 인기래. 몸이 가벼워져.  
오, 나도 해볼까? 어디서 해?  
동네 체육관에서야. 같이 가자!  
토요일 오전 가자!  "
570,일반 대화,"새로 산 인형 예쁘다. 어디서 샀어?  
토이숍에서 세일할 때 샀어.  
와, 귀엽네. 나도 사볼까?  
응, 같이 가면 더 재밌을 거야.  
다음 주에 시간 내자!  "
571,일반 대화,"주말에 미술관 가고 싶다. 어디 추천해?  
국립현대미술관 어때? 전시 멋져.  
좋네, 입장료는 얼마야?  
무료야, 편하게 가자.  
토요일 오후 2시 출발할까?"
572,일반 대화,"요즘 먹는 차 뭐야? 추천해줘.  
‘페퍼민트’ 마시는데 상쾌해.  
오, 건강해 보이네. 어디서 샀어?  
허브숍에서 샀어. 나도 줄까?  
좋아, 다음에 같이 마시자!  "
573,일반 대화,"새로 산 책꽂이 어때? 튼튼해?  
디자인이 예쁘고 안정적이야.  
멋지다! 어디서 샀어?  
가구점에서 세일할 때 샀어.  
나도 하나 사볼까? 조언해줘!  "
574,일반 대화,"오늘 저녁에 뭐 할까? 심심하네.  
집에서 퀴즈게임 어때?  
좋아, 지식경연으로 가자.  
오케이, 간식도 준비할게.  
6시쯤 시작할까?"
575,일반 대화,"요즘 핫한 취미 들어봤어?  
‘캘리그라피’ 재밌대.  
오, 예술적이네. 나도 해볼까?  
좋아, 기본 도구부터 시작해.  
주말에 같이 배워보자!  "
576,일반 대화,"새로 산 손수건 예쁘다. 어디서 샀어?  
전통시장에서 세일할 때 샀어.  
와, 디자인이 독특하네. 나도 사볼까?  
응, 같이 가면 더 좋을 거야.  
다음 주에 시간 내자!  "
577,일반 대화,"주말에 낚시 가고 싶다. 어디로 갈까?  
청평호 어때? 조용해.  
좋네, 장비는 어떻게 할까?  
대여할 수 있어. 토요일 가자!  
오후 1시 출발할까?"
578,일반 대화,"요즘 보는 예능 뭐야? 추천해줘.  
‘놀면 뭐하니?’ 보고 있어. 웃겨.  
오, 그거 유명하네. 나도 볼까?  
당연하지, tvN에서 방송해.  
같이 이야기 나누자!  "
579,일반 대화,"새로 산 블루투스 스피커 어때? 소리 좋아?  
베이스가 강해서 좋아.  
멋지다! 어디서 샀어?  
전자상가에서 세일할 때 샀어.  
나도 하나 사볼까? 조언해줘!  "
580,일반 대화,"주말에 요리 클래스 갈까?  
좋아, 수프 배우고 싶어.  
어디서 하는 거야?  
동네 커뮤니티센터야. 토요일 가자!  
오전 10시 시작할까?"
581,일반 대화,"안녕, 오늘 좀 피곤한데 커피 한 잔 할까?  
좋아, 근처 카페 가자. 아메리카노 어때?  
맞아, 케이크도 같이 먹고 싶네.  
그럼 치즈케이크 하나 시켜보자.  
3시쯤 출발할까? 거기서 보자!"
582,일반 대화,"최근에 산 그림책 어때? 예쁘지?  
색감이 좋아서 집 분위기 업됐어.  
와, 어디서 샀어? 나도 하나 사고 싶어.  
온라인 아트숍에서 세일할 때 샀지.  
링크 보내줄까? 같이 쇼핑 가자!  "
583,일반 대화,"주말에 뭐할까? 심심하네.  
공예 클래스 어때? 촛불 만들기 어떨까?  
좋아, 창의적일 것 같아. 어디서 해?  
동네 커뮤니티센터에서야. 토요일 가자!  
오후 2시 출발할까?"
584,일반 대화,"요즘 핫한 맛집 들어봤어?  
강남에 새로 생긴 해산물집이래.  
오, 신선할 것 같네. 같이 갈까?  
좋아, 랍스터 먹고 싶어. 몇 시에 갈까?  
6시쯤 만나자!"
585,일반 대화,"새로 산 이어폰 어때? 음질 괜찮아?  
노이즈 캔슬링이 좋아서 만족해.  
멋지다! 어디서 샀어?  
전자상가에서 할인할 때 샀어.  
나도 하나 사볼까? 추천해줘!  "
586,일반 대화,"오늘 날씨가 따뜻하네. 어디 가볼까?  
남산타워 어때? 전망이 멋져.  
좋아, 사진도 찍고 싶어. 뭐 챙길까?  
물과 간식이면 충분해. 4시쯤 가자!  
오케이, 거기서 보자!"
587,일반 대화,"요즘 읽는 에세이 뭐야? 추천해줘.  
‘아몬드’ 읽고 있어. 감동적이야.  
오, 소설이네. 나도 볼까?  
당연하지, 도서관에 있을 거야.  
다 읽고 이야기 나누자!  "
588,일반 대화,"새로 산 식기 세트 예쁘다. 어디서 샀어?  
홈플러스에서 세일할 때 샀어.  
와, 디자인이 고급스럽네. 나도 사볼까?  
응, 같이 가면 더 재밌을 거야.  
주말에 시간 내자!  "
589,일반 대화,"저녁에 뭐 먹을까? 배고프네.  
떡갈비 어때? 구워먹기 재밌을 거야.  
좋아, 쌈장도 같이 먹자.  
응, 상추랑 마늘도 챙기자.  
7시쯤 근처 고기집에서 만나자!"
590,일반 대화,"요즘 핫한 운동화 브랜드 들어봤어?  
‘아디다스’ 새 모델이 인기래.  
오, 스타일 좋겠네. 나도 사볼까?  
좋아, 매장에서 직접 봐.  
다음 주에 같이 가자!  "
591,일반 대화,"새로 산 보드게임 어때? 재밌어?  
‘카탄’인데 전략적으로 좋아.  
와, 흥미롭겠네. 같이 해볼까?  
응, 4명 이상이면 더 재밌어.  
주말에 친구들 불러보자!"
592,일반 대화,"주말에 캠핑 가고 싶다. 어디 추천해?  
춘천 어때? 호수 옆이 예뻐.  
좋네, 텐트는 어떻게 할까?  
대여 가능해. 토요일 가자!  
오후 1시 출발할까?"
593,일반 대화,"요즘 듣는 클래식 뭐야?  
‘쇼팽 왈츠’ 듣고 있어. 편안해.  
오, 고급스럽겠네. 나도 들어볼까?  
좋아, 스트리밍에서 찾아봐.  
밤에 같이 감상하자!  "
594,일반 대화,"새로 산 인테리어 액자 예쁘다. 어디서 샀어?  
공예숍에서 세일할 때 샀어.  
와, 분위기 좋겠다. 나도 사볼까?  
응, 같이 가면 더 재밌을 거야.  
다음 주에 시간 내자!  "
595,일반 대화,"오늘 점심 뭐 먹을까? 배고프네.  
냉이국 어때? 봄 느낌 나게.  
좋아, 근처 한식집 가자.  
밥도 같이 먹자. 몇 시에 갈까?  
12시 반에 만나자!"
596,일반 대화,"요즘 핫한 전통 시장 들어봤어?  
광장시장이 인기래. 먹거리 많아.  
오, 흥미롭겠다. 같이 갈까?  
좋아, 떡볶이 먹고 싶어.  
토요일 오후 가자!  "
597,일반 대화,"새로 산 스마트워치 어때? 기능 좋아?  
운동량 측정까지 돼서 좋아.  
멋지다! 어디서 샀어?  
온라인 몰에서 할인할 때 샀어.  
나도 하나 사볼까? 조언해줘!  "
598,일반 대화,"주말에 요리 대회 할까? 재밌을 거야.  
좋아, 나도 도울게. 뭐 만들까?  
김밥이랑 찜닭 어때?  
응, 재료는 내가 챙길게.  
토요일 오후 3시 시작할까?"
599,일반 대화,"요즘 보는 애니메이션 뭐야? 추천해줘.  
‘귀멸의 칼날’ 보고 있어. 액션이 좋아.  
오, 그거 유명하네. 나도 볼까?  
당연하지, 스트리밍에서 봐.  
주말에 같이 논의하자!  "
600,일반 대화,"새로 산 캠핑 의자 예쁘다. 어디서 샀어?  
아웃도어숍에서 세일할 때 샀어.  
와, 튼튼해 보이네. 나도 사볼까?  
응, 같이 가면 더 좋을 거야.  
다음 캠핑 때 챙기자!"
601,일반 대화,이번에 바닷가 다녀왔는데 파도 소리 들으니까 힐링되고 모래사장에서 걷는 것도 즐거워 진짜 인상 깊었어 분위기도 좋고 기분 전환도 되더라 사진도 많이 찍었어 보여줄까 좋아 보여줘 나도 갑자기 바닷가 가고 싶어지네 다음엔 우리 같이 가자 일정 맞춰서 꼭 가자 이렇게 같이 하면 더 재밌을 거야
602,일반 대화,이번에 빵집 다녀왔는데 크루아상이랑 마카롱이 바삭하고 달콤해서 기다린 보람이 있었어 진짜 인상 깊었어 분위기도 좋고 기분 전환도 되더라 사진도 많이 찍었어 보여줄까 좋아 보여줘 나도 갑자기 빵집 가고 싶어지네 다음엔 우리 같이 가자 일정 맞춰서 꼭 가자 이렇게 같이 하면 더 재밌을 거야
603,일반 대화,이번에 경기장 다녀왔는데 응원 열기가 대단했고 마지막 골 장면은 소름 돋았어 진짜 인상 깊었어 분위기도 좋고 기분 전환도 되더라 사진도 많이 찍었어 보여줄까 좋아 보여줘 나도 갑자기 경기장 가고 싶어지네 다음엔 우리 같이 가자 일정 맞춰서 꼭 가자 이렇게 같이 하면 더 재밌을 거야
604,일반 대화,이번에 영화관 다녀왔는데 스토리도 탄탄하고 액션 장면이 시원시원했어 진짜 인상 깊었어 분위기도 좋고 기분 전환도 되더라 사진도 많이 찍었어 보여줄까 좋아 보여줘 나도 갑자기 영화관 가고 싶어지네 다음엔 우리 같이 가자 일정 맞춰서 꼭 가자 이렇게 같이 하면 더 재밌을 거야
605,일반 대화,이번에 등산 다녀왔는데 공기도 맑고 정상에서 본 전망이 끝내줬어 진짜 인상 깊었어 분위기도 좋고 기분 전환도 되더라 사진도 많이 찍었어 보여줄까 좋아 보여줘 나도 갑자기 등산 가고 싶어지네 다음엔 우리 같이 가자 일정 맞춰서 꼭 가자 이렇게 같이 하면 더 재밌을 거야
606,일반 대화,이번에 헬스장 다녀왔는데 처음엔 힘들었는데 점점 재미가 붙더라 진짜 인상 깊었어 분위기도 좋고 기분 전환도 되더라 사진도 많이 찍었어 보여줄까 좋아 보여줘 나도 갑자기 헬스장 가고 싶어지네 다음엔 우리 같이 가자 일정 맞춰서 꼭 가자 이렇게 같이 하면 더 재밌을 거야
607,일반 대화,이번에 캠핑 다녀왔는데 밤에 별이 쏟아지는 것처럼 보여서 감탄했어 진짜 인상 깊었어 분위기도 좋고 기분 전환도 되더라 사진도 많이 찍었어 보여줄까 좋아 보여줘 나도 갑자기 캠핑 가고 싶어지네 다음엔 우리 같이 가자 일정 맞춰서 꼭 가자 이렇게 같이 하면 더 재밌을 거야
608,일반 대화,이번에 핸드폰 다녀왔는데 카메라 화질이 너무 좋아서 사진 찍는 맛이 나더라 진짜 인상 깊었어 분위기도 좋고 기분 전환도 되더라 사진도 많이 찍었어 보여줄까 좋아 보여줘 나도 갑자기 핸드폰 가고 싶어지네 다음엔 우리 같이 가자 일정 맞춰서 꼭 가자 이렇게 같이 하면 더 재밌을 거야
609,일반 대화,이번에 노래방 다녀왔는데 신곡 불렀는데 반응이 좋아서 기분이 좋았어 진짜 인상 깊었어 분위기도 좋고 기분 전환도 되더라 사진도 많이 찍었어 보여줄까 좋아 보여줘 나도 갑자기 노래방 가고 싶어지네 다음엔 우리 같이 가자 일정 맞춰서 꼭 가자 이렇게 같이 하면 더 재밌을 거야
610,일반 대화,이번에 미술관 다녀왔는데 작품 하나하나가 인상 깊고 설명도 잘 돼 있었어 진짜 인상 깊었어 분위기도 좋고 기분 전환도 되더라 사진도 많이 찍었어 보여줄까 좋아 보여줘 나도 갑자기 미술관 가고 싶어지네 다음엔 우리 같이 가자 일정 맞춰서 꼭 가자 이렇게 같이 하면 더 재밌을 거야
611,일반 대화,이번에 맛집 다녀왔는데 파스타가 깊은 맛이 나고 분위기도 좋았어 진짜 인상 깊었어 분위기도 좋고 기분 전환도 되더라 사진도 많이 찍었어 보여줄까 좋아 보여줘 나도 갑자기 맛집 가고 싶어지네 다음엔 우리 같이 가자 일정 맞춰서 꼭 가자 이렇게 같이 하면 더 재밌을 거야
612,일반 대화,이번에 도서관 다녀왔는데 조용하고 집중이 잘 돼서 공부가 잘됐어 진짜 인상 깊었어 분위기도 좋고 기분 전환도 되더라 사진도 많이 찍었어 보여줄까 좋아 보여줘 나도 갑자기 도서관 가고 싶어지네 다음엔 우리 같이 가자 일정 맞춰서 꼭 가자 이렇게 같이 하면 더 재밌을 거야
613,일반 대화,이번에 이어폰 다녀왔는데 음질이 완전 좋아서 음악 몰입감이 최고였어 진짜 인상 깊었어 분위기도 좋고 기분 전환도 되더라 사진도 많이 찍었어 보여줄까 좋아 보여줘 나도 갑자기 이어폰 가고 싶어지네 다음엔 우리 같이 가자 일정 맞춰서 꼭 가자 이렇게 같이 하면 더 재밌을 거야
614,일반 대화,이번에 여행 다녀왔는데 제주도 갔는데 바다도 예쁘고 음식도 맛있었어 진짜 인상 깊었어 분위기도 좋고 기분 전환도 되더라 사진도 많이 찍었어 보여줄까 좋아 보여줘 나도 갑자기 여행 가고 싶어지네 다음엔 우리 같이 가자 일정 맞춰서 꼭 가자 이렇게 같이 하면 더 재밌을 거야
615,일반 대화,이번에 강아지 다녀왔는데 산책 나갔더니 사람들이 귀엽다고 다들 웃더라 진짜 인상 깊었어 분위기도 좋고 기분 전환도 되더라 사진도 많이 찍었어 보여줄까 좋아 보여줘 나도 갑자기 강아지 가고 싶어지네 다음엔 우리 같이 가자 일정 맞춰서 꼭 가자 이렇게 같이 하면 더 재밌을 거야
616,일반 대화,이번에 카페 다녀왔는데 분위기가 아늑해서 사진 찍기에도 좋았어 진짜 인상 깊었어 분위기도 좋고 기분 전환도 되더라 사진도 많이 찍었어 보여줄까 좋아 보여줘 나도 갑자기 카페 가고 싶어지네 다음엔 우리 같이 가자 일정 맞춰서 꼭 가자 이렇게 같이 하면 더 재밌을 거야
617,일반 대화,이번에 치킨 다녀왔는데 양념 반 후라이드 반이 진리더라 진짜 인상 깊었어 분위기도 좋고 기분 전환도 되더라 사진도 많이 찍었어 보여줄까 좋아 보여줘 나도 갑자기 치킨 가고 싶어지네 다음엔 우리 같이 가자 일정 맞춰서 꼭 가자 이렇게 같이 하면 더 재밌을 거야
618,일반 대화,이번에 콘서트 다녀왔는데 노래 따라 부르면서 신나게 즐겼어 진짜 인상 깊었어 분위기도 좋고 기분 전환도 되더라 사진도 많이 찍었어 보여줄까 좋아 보여줘 나도 갑자기 콘서트 가고 싶어지네 다음엔 우리 같이 가자 일정 맞춰서 꼭 가자 이렇게 같이 하면 더 재밌을 거야
619,일반 대화,이번에 자전거 다녀왔는데 한강 달리니까 바람이 시원하고 기분이 최고였어 진짜 인상 깊었어 분위기도 좋고 기분 전환도 되더라 사진도 많이 찍었어 보여줄까 좋아 보여줘 나도 갑자기 자전거 가고 싶어지네 다음엔 우리 같이 가자 일정 맞춰서 꼭 가자 이렇게 같이 하면 더 재밌을 거야
620,일반 대화,이번에 전시회 다녀왔는데 작품들이 감동적이었고 설명도 잘 돼 있었어 진짜 인상 깊었어 분위기도 좋고 기분 전환도 되더라 사진도 많이 찍었어 보여줄까 좋아 보여줘 나도 갑자기 전시회 가고 싶어지네 다음엔 우리 같이 가자 일정 맞춰서 꼭 가자 이렇게 같이 하면 더 재밌을 거야
621,일반 대화,이번에 바닷가 다녀왔는데 파도 소리 들으니까 힐링되고 모래사장에서 걷는 것도 즐거워 진짜 인상 깊었어 분위기도 좋고 기분 전환도 되더라 사진도 많이 찍었어 보여줄까 좋아 보여줘 나도 갑자기 바닷가 가고 싶어지네 다음엔 우리 같이 가자 일정 맞춰서 꼭 가자 이렇게 같이 하면 더 재밌을 거야
622,일반 대화,이번에 빵집 다녀왔는데 크루아상이랑 마카롱이 바삭하고 달콤해서 기다린 보람이 있었어 진짜 인상 깊었어 분위기도 좋고 기분 전환도 되더라 사진도 많이 찍었어 보여줄까 좋아 보여줘 나도 갑자기 빵집 가고 싶어지네 다음엔 우리 같이 가자 일정 맞춰서 꼭 가자 이렇게 같이 하면 더 재밌을 거야
623,일반 대화,이번에 경기장 다녀왔는데 응원 열기가 대단했고 마지막 골 장면은 소름 돋았어 진짜 인상 깊었어 분위기도 좋고 기분 전환도 되더라 사진도 많이 찍었어 보여줄까 좋아 보여줘 나도 갑자기 경기장 가고 싶어지네 다음엔 우리 같이 가자 일정 맞춰서 꼭 가자 이렇게 같이 하면 더 재밌을 거야
624,일반 대화,이번에 영화관 다녀왔는데 스토리도 탄탄하고 액션 장면이 시원시원했어 진짜 인상 깊었어 분위기도 좋고 기분 전환도 되더라 사진도 많이 찍었어 보여줄까 좋아 보여줘 나도 갑자기 영화관 가고 싶어지네 다음엔 우리 같이 가자 일정 맞춰서 꼭 가자 이렇게 같이 하면 더 재밌을 거야
625,일반 대화,이번에 등산 다녀왔는데 공기도 맑고 정상에서 본 전망이 끝내줬어 진짜 인상 깊었어 분위기도 좋고 기분 전환도 되더라 사진도 많이 찍었어 보여줄까 좋아 보여줘 나도 갑자기 등산 가고 싶어지네 다음엔 우리 같이 가자 일정 맞춰서 꼭 가자 이렇게 같이 하면 더 재밌을 거야
626,일반 대화,이번에 헬스장 다녀왔는데 처음엔 힘들었는데 점점 재미가 붙더라 진짜 인상 깊었어 분위기도 좋고 기분 전환도 되더라 사진도 많이 찍었어 보여줄까 좋아 보여줘 나도 갑자기 헬스장 가고 싶어지네 다음엔 우리 같이 가자 일정 맞춰서 꼭 가자 이렇게 같이 하면 더 재밌을 거야
627,일반 대화,이번에 캠핑 다녀왔는데 밤에 별이 쏟아지는 것처럼 보여서 감탄했어 진짜 인상 깊었어 분위기도 좋고 기분 전환도 되더라 사진도 많이 찍었어 보여줄까 좋아 보여줘 나도 갑자기 캠핑 가고 싶어지네 다음엔 우리 같이 가자 일정 맞춰서 꼭 가자 이렇게 같이 하면 더 재밌을 거야
628,일반 대화,이번에 핸드폰 다녀왔는데 카메라 화질이 너무 좋아서 사진 찍는 맛이 나더라 진짜 인상 깊었어 분위기도 좋고 기분 전환도 되더라 사진도 많이 찍었어 보여줄까 좋아 보여줘 나도 갑자기 핸드폰 가고 싶어지네 다음엔 우리 같이 가자 일정 맞춰서 꼭 가자 이렇게 같이 하면 더 재밌을 거야
629,일반 대화,이번에 노래방 다녀왔는데 신곡 불렀는데 반응이 좋아서 기분이 좋았어 진짜 인상 깊었어 분위기도 좋고 기분 전환도 되더라 사진도 많이 찍었어 보여줄까 좋아 보여줘 나도 갑자기 노래방 가고 싶어지네 다음엔 우리 같이 가자 일정 맞춰서 꼭 가자 이렇게 같이 하면 더 재밌을 거야
630,일반 대화,이번에 미술관 다녀왔는데 작품 하나하나가 인상 깊고 설명도 잘 돼 있었어 진짜 인상 깊었어 분위기도 좋고 기분 전환도 되더라 사진도 많이 찍었어 보여줄까 좋아 보여줘 나도 갑자기 미술관 가고 싶어지네 다음엔 우리 같이 가자 일정 맞춰서 꼭 가자 이렇게 같이 하면 더 재밌을 거야
631,일반 대화,이번에 맛집 다녀왔는데 파스타가 깊은 맛이 나고 분위기도 좋았어 진짜 인상 깊었어 분위기도 좋고 기분 전환도 되더라 사진도 많이 찍었어 보여줄까 좋아 보여줘 나도 갑자기 맛집 가고 싶어지네 다음엔 우리 같이 가자 일정 맞춰서 꼭 가자 이렇게 같이 하면 더 재밌을 거야
632,일반 대화,이번에 도서관 다녀왔는데 조용하고 집중이 잘 돼서 공부가 잘됐어 진짜 인상 깊었어 분위기도 좋고 기분 전환도 되더라 사진도 많이 찍었어 보여줄까 좋아 보여줘 나도 갑자기 도서관 가고 싶어지네 다음엔 우리 같이 가자 일정 맞춰서 꼭 가자 이렇게 같이 하면 더 재밌을 거야
633,일반 대화,이번에 이어폰 다녀왔는데 음질이 완전 좋아서 음악 몰입감이 최고였어 진짜 인상 깊었어 분위기도 좋고 기분 전환도 되더라 사진도 많이 찍었어 보여줄까 좋아 보여줘 나도 갑자기 이어폰 가고 싶어지네 다음엔 우리 같이 가자 일정 맞춰서 꼭 가자 이렇게 같이 하면 더 재밌을 거야
634,일반 대화,이번에 여행 다녀왔는데 제주도 갔는데 바다도 예쁘고 음식도 맛있었어 진짜 인상 깊었어 분위기도 좋고 기분 전환도 되더라 사진도 많이 찍었어 보여줄까 좋아 보여줘 나도 갑자기 여행 가고 싶어지네 다음엔 우리 같이 가자 일정 맞춰서 꼭 가자 이렇게 같이 하면 더 재밌을 거야
635,일반 대화,이번에 강아지 다녀왔는데 산책 나갔더니 사람들이 귀엽다고 다들 웃더라 진짜 인상 깊었어 분위기도 좋고 기분 전환도 되더라 사진도 많이 찍었어 보여줄까 좋아 보여줘 나도 갑자기 강아지 가고 싶어지네 다음엔 우리 같이 가자 일정 맞춰서 꼭 가자 이렇게 같이 하면 더 재밌을 거야
636,일반 대화,이번에 카페 다녀왔는데 분위기가 아늑해서 사진 찍기에도 좋았어 진짜 인상 깊었어 분위기도 좋고 기분 전환도 되더라 사진도 많이 찍었어 보여줄까 좋아 보여줘 나도 갑자기 카페 가고 싶어지네 다음엔 우리 같이 가자 일정 맞춰서 꼭 가자 이렇게 같이 하면 더 재밌을 거야
637,일반 대화,이번에 치킨 다녀왔는데 양념 반 후라이드 반이 진리더라 진짜 인상 깊었어 분위기도 좋고 기분 전환도 되더라 사진도 많이 찍었어 보여줄까 좋아 보여줘 나도 갑자기 치킨 가고 싶어지네 다음엔 우리 같이 가자 일정 맞춰서 꼭 가자 이렇게 같이 하면 더 재밌을 거야
638,일반 대화,이번에 콘서트 다녀왔는데 노래 따라 부르면서 신나게 즐겼어 진짜 인상 깊었어 분위기도 좋고 기분 전환도 되더라 사진도 많이 찍었어 보여줄까 좋아 보여줘 나도 갑자기 콘서트 가고 싶어지네 다음엔 우리 같이 가자 일정 맞춰서 꼭 가자 이렇게 같이 하면 더 재밌을 거야
639,일반 대화,이번에 자전거 다녀왔는데 한강 달리니까 바람이 시원하고 기분이 최고였어 진짜 인상 깊었어 분위기도 좋고 기분 전환도 되더라 사진도 많이 찍었어 보여줄까 좋아 보여줘 나도 갑자기 자전거 가고 싶어지네 다음엔 우리 같이 가자 일정 맞춰서 꼭 가자 이렇게 같이 하면 더 재밌을 거야
640,일반 대화,이번에 전시회 다녀왔는데 작품들이 감동적이었고 설명도 잘 돼 있었어 진짜 인상 깊었어 분위기도 좋고 기분 전환도 되더라 사진도 많이 찍었어 보여줄까 좋아 보여줘 나도 갑자기 전시회 가고 싶어지네 다음엔 우리 같이 가자 일정 맞춰서 꼭 가자 이렇게 같이 하면 더 재밌을 거야
641,일반 대화,이번에 바닷가 다녀왔는데 파도 소리 들으니까 힐링되고 모래사장에서 걷는 것도 즐거워 진짜 인상 깊었어 분위기도 좋고 기분 전환도 되더라 사진도 많이 찍었어 보여줄까 좋아 보여줘 나도 갑자기 바닷가 가고 싶어지네 다음엔 우리 같이 가자 일정 맞춰서 꼭 가자 이렇게 같이 하면 더 재밌을 거야
642,일반 대화,이번에 빵집 다녀왔는데 크루아상이랑 마카롱이 바삭하고 달콤해서 기다린 보람이 있었어 진짜 인상 깊었어 분위기도 좋고 기분 전환도 되더라 사진도 많이 찍었어 보여줄까 좋아 보여줘 나도 갑자기 빵집 가고 싶어지네 다음엔 우리 같이 가자 일정 맞춰서 꼭 가자 이렇게 같이 하면 더 재밌을 거야
643,일반 대화,이번에 경기장 다녀왔는데 응원 열기가 대단했고 마지막 골 장면은 소름 돋았어 진짜 인상 깊었어 분위기도 좋고 기분 전환도 되더라 사진도 많이 찍었어 보여줄까 좋아 보여줘 나도 갑자기 경기장 가고 싶어지네 다음엔 우리 같이 가자 일정 맞춰서 꼭 가자 이렇게 같이 하면 더 재밌을 거야
644,일반 대화,이번에 영화관 다녀왔는데 스토리도 탄탄하고 액션 장면이 시원시원했어 진짜 인상 깊었어 분위기도 좋고 기분 전환도 되더라 사진도 많이 찍었어 보여줄까 좋아 보여줘 나도 갑자기 영화관 가고 싶어지네 다음엔 우리 같이 가자 일정 맞춰서 꼭 가자 이렇게 같이 하면 더 재밌을 거야
645,일반 대화,이번에 등산 다녀왔는데 공기도 맑고 정상에서 본 전망이 끝내줬어 진짜 인상 깊었어 분위기도 좋고 기분 전환도 되더라 사진도 많이 찍었어 보여줄까 좋아 보여줘 나도 갑자기 등산 가고 싶어지네 다음엔 우리 같이 가자 일정 맞춰서 꼭 가자 이렇게 같이 하면 더 재밌을 거야
646,일반 대화,이번에 헬스장 다녀왔는데 처음엔 힘들었는데 점점 재미가 붙더라 진짜 인상 깊었어 분위기도 좋고 기분 전환도 되더라 사진도 많이 찍었어 보여줄까 좋아 보여줘 나도 갑자기 헬스장 가고 싶어지네 다음엔 우리 같이 가자 일정 맞춰서 꼭 가자 이렇게 같이 하면 더 재밌을 거야
647,일반 대화,이번에 캠핑 다녀왔는데 밤에 별이 쏟아지는 것처럼 보여서 감탄했어 진짜 인상 깊었어 분위기도 좋고 기분 전환도 되더라 사진도 많이 찍었어 보여줄까 좋아 보여줘 나도 갑자기 캠핑 가고 싶어지네 다음엔 우리 같이 가자 일정 맞춰서 꼭 가자 이렇게 같이 하면 더 재밌을 거야
648,일반 대화,이번에 핸드폰 다녀왔는데 카메라 화질이 너무 좋아서 사진 찍는 맛이 나더라 진짜 인상 깊었어 분위기도 좋고 기분 전환도 되더라 사진도 많이 찍었어 보여줄까 좋아 보여줘 나도 갑자기 핸드폰 가고 싶어지네 다음엔 우리 같이 가자 일정 맞춰서 꼭 가자 이렇게 같이 하면 더 재밌을 거야
649,일반 대화,이번에 노래방 다녀왔는데 신곡 불렀는데 반응이 좋아서 기분이 좋았어 진짜 인상 깊었어 분위기도 좋고 기분 전환도 되더라 사진도 많이 찍었어 보여줄까 좋아 보여줘 나도 갑자기 노래방 가고 싶어지네 다음엔 우리 같이 가자 일정 맞춰서 꼭 가자 이렇게 같이 하면 더 재밌을 거야
