idx,class,conversation
270,일반 대화,"오늘 새로운 온라인 영어회화 수업 들었는데 유익했어
어떤 방식으로 진행돼?
화상통화로 1:1 수업. 발음 교정도 바로바로 해줘
원어민 선생님이야?
응, 미국인 선생님이셔서 자연스러운 표현 많이 배웠어"
271,일반 대화,"새로운 차량용 공기 정화제 설치했는데 냄새가 많이 줄어들었어
어떤 방식이야?
오존 발생기인데 담배 냄새까지 없애준대
전력 소모는 많지 않아?
시거잭에 꽂아서 쓰는데 전력 소모 거의 없어"
272,일반 대화,"오늘 새로운 태권도장에서 체험 수업 받았는데 재미있었어
어떤 동작들 배웠어?
기본기 위주로 품새 몇 개. 운동량도 적당했어
등록할 생각이야?
응, 주 2회 정도 다니면서 체력도 기르고 스트레스도 풀려고"
273,일반 대화,"새로운 무선충전 패드 샀는데 충전 속도가 빨라
핸드폰 케이스 끼운 채로도 충전돼?
얇은 케이스는 괜찮은데 두꺼운 건 빼야 해
발열은 심하지 않아?
적당히 따뜻해지는 정도라 문제없어"
274,일반 대화,"오늘 새로운 마사지 체어 체험했는데 전신이 시원해졌어
어떤 기능들이 있어?
목, 어깨, 허리, 다리까지 전부 마사지 가능해
가격은 어느 정도야?
좀 비싸긴 한데 할부로 구매하는 것도 고려해보고 있어"
275,일반 대화,"새로운 아이섀도 팔레트 써보니까 발색이 좋네
어떤 컬러들이 들어있어?
브라운 계열 위주인데 포인트 컬러로 골드도 있어
블렌딩은 쉬워?
파우더가 부드러워서 자연스럽게 잘 섞여"
276,일반 대화,"오늘 새로운 한식집에서 정식 먹었는데 반찬이 정갈해
어떤 반찬들이 나왔어?
김치, 나물, 조림 이런 기본 반찬들인데 간이 딱 맞아
메인 메뉴는 뭐였어?
불고기 정식. 고기도 부드럽고 양도 충분했어"
277,일반 대화,"새로운 전기 담요 써보니까 온도 조절이 정밀해
몇 단계로 조절돼?
10단계까지 세밀하게 조절 가능해
자동 꺼짐 기능은 있어?
3시간 후에 자동으로 꺼져서 안전해"
278,일반 대화,"오늘 새로운 펜션에서 하룻밤 보냈는데 뷰가 끝내줘
어떤 전망이야?
바다가 한눈에 보이는 오션뷰. 일출도 볼 수 있어
시설은 어땠어?
깨끗하고 필요한 건 다 구비되어 있어서 편했어"
279,일반 대화,"새로운 운동복 상하의 세트 샀는데 핏이 예뻐
어떤 스타일이야?
크롭 상의에 하이웨스트 레깅스. 라인이 예뻐 보여
활동하기 편해?
스트레치가 좋아서 어떤 동작해도 불편하지 않아"
280,일반 대화,"오늘 새로운 네일아트 받았는데 지속력이 좋을 것 같아
어떤 디자인으로 했어?
그라데이션에 홀로그램 글리터. 각도에 따라 반짝여
관리 방법 알려줬어?
큐티클 오일 발라주고 손 보습하라고 했어"
281,일반 대화,"새로운 블루투스 헤드폰 써보니까 노이즈 캔슬링이 좋아
음질은 어때?
균형 잡힌 음질이고 베이스도 적당해서 만족해
착용감은 편해?
헤드밴드 패딩이 부드러워서 오래 써도 안 아파"
282,일반 대화,"오늘 새로운 카페에서 수제 쿠키 먹었는데 바삭바삭해
어떤 맛이었어?
초콜릿칩 쿠키인데 겉은 바삭하고 속은 촉촉해
커피랑 잘 어울렸어?
아메리카노랑 딱 맞는 단맛이라 좋았어"
283,일반 대화,"새로운 차량용 햇빛가리개 설치했는데 효과 좋아
어떤 타입이야?
흡입컵으로 붙이는 타입. 접었다 폈다 할 수 있어
자외선 차단은 잘 돼?
확실히 실내 온도가 올라가는 걸 막아주는 것 같아"
284,일반 대화,"오늘 새로운 피부과에서 여드름 치료 받았는데 전문적이더라
어떤 치료 받았어?
스케일링이랑 압출. 염증 부위도 관리해줬어
아프지 않았어?
살짝 따끔했지만 견딜 만했어. 효과는 바로 보여"
285,일반 대화,"새로운 방 인테리어 소품 몇 개 샀는데 분위기가 달라졌어
뭐 샀어?
쿠션이랑 조명, 작은 화분. 작은 변화인데 효과 커
색깔 조합은 어때?
베이지 톤으로 통일해서 따뜻한 느낌이야"
286,일반 대화,"오늘 새로운 일식 레스토랑에서 코스 요리 먹었는데 섬세해
몇 코스였어?
7코스 정도. 각각 분량은 적지만 정성이 들어가 있어
가격대는 어땠어?
비싸긴 했지만 특별한 날이라 만족스러워"
287,일반 대화,"새로운 운동 매트 펼쳐놓고 홈트했는데 쿠션감이 좋아
두께가 얼마나 돼?
15mm 정도. 무릎 꿇어도 아프지 않아
미끄러지지 않아?
바닥면에 논슬립 처리가 되어 있어서 안정적이야"
288,일반 대화,"오늘 새로운 미용실에서 헤어 트리트먼트 받았는데 윤기가 살아났어
어떤 트리트먼트야?
케라틴 트리트먼트. 모발 끝까지 부드러워졌어
지속 기간은?
2-3개월 정도 효과가 지속된다고 해"
289,일반 대화,"새로운 핸드폰 거치대 책상에 놨는데 각도 조절이 편해
어떤 방식으로 고정돼?
무게중심으로 균형 잡는 방식. 안정적이고 튼튼해
세로, 가로 모두 가능해?
응, 회전도 자유롭고 높이도 조절할 수 있어"
290,일반 대화,"오늘 새로운 족발집에서 포장 주문했는데 야채 구성이 좋아
어떤 야채들이 나왔어?
상추, 깻잎, 마늘, 쌈무 이렇게. 족발이랑 잘 어울려
양은 충분했어?
2-3명이 먹기 딱 좋은 양이었어"
291,일반 대화,"새로운 무선 이어폰 충전 케이스 샀는데 배터리가 오래가
몇 번 정도 충전 가능해?
이어폰을 4-5번 정도 완충할 수 있어
크기는 부담스럽지 않아?
손바닥에 쏙 들어오는 크기라 휴대하기 편해"
292,일반 대화,"오늘 새로운 온라인 클래스로 요리 배웠는데 따라 하기 쉬웠어
어떤 요리 배웠어?
파스타 만들기. 기본 소스부터 차근차근 알려줘
결과물은 어땠어?
생각보다 맛있게 나왔어. 다음에도 해볼 거야"
293,일반 대화,"새로운 자동차 시트커버 씌웠는데 촉감이 부드러워
어떤 소재야?
인조가죽인데 진짜 가죽 같은 질감이야
설치하기 어려웠어?
처음엔 어려웠는데 익숙해지니까 괜찮아"
294,일반 대화,"오늘 새로운 프랜차이즈 치킨집에서 주문했는데 특이한 메뉴가 있어
뭐가 특이해?
치킨에 다양한 토핑을 올려주는 스타일이야
맛은 어땠어?
색다르면서 맛있었어. 다음에도 주문해볼 거야"
295,일반 대화,"새로운 운동화 깔창 교체했는데 발이 훨씬 편해
어떤 기능의 깔창이야?
아치 서포트 기능이 있어서 발바닥 피로가 덜해
교체하기 복잡했어?
기존 깔창 빼고 새 것만 넣으면 되니까 간단해"
296,일반 대화,"오늘 새로운 동네 빵집에서 샌드위치 샀는데 재료가 신선해
어떤 샌드위치 샀어?
클럽 샌드위치. 야채도 아삭하고 고기도 두툼해
가격은 적당했어?
다른 곳보다 조금 비싸지만 퀄리티가 좋아서 만족해"
297,일반 대화,"새로운 목걸이 착용해보니까 포인트가 되네
어떤 디자인이야?
펜던트가 달린 체인 목걸이. 심플하면서 세련돼
어떤 옷이랑 잘 어울려?
기본 티셔츠부터 정장까지 다양하게 매치 가능해"
298,일반 대화,"오늘 새로운 헬스장에서 개인 트레이닝 받았는데 운동 강도가 적당해
어떤 운동 위주로 했어?
전신 근력 운동. 개인 체력에 맞춰서 조절해줘
트레이너는 어때?
경력도 많고 설명도 자세히 해줘서 신뢰가 가"
299,일반 대화,"새로운 차량용 핸드폰 무선충전 거치대 설치했는데 편리해
충전 속도는 어때?
유선보다 조금 느리지만 운전하는 동안 충분히 충전돼
거치 안정성은?
자석으로 고정돼서 과속방지턱에서도 흔들리지 않아"
300,일반 대화,"오늘 새로운 카페에서 디저트 플레이팅 클래스 들었는데 창의적이었어
어떤 걸 만들어봤어?
티라미수 플레이팅. 보기 좋게 장식하는 법 배웠어
어려웠어?
처음엔 어색했지만 하다 보니까 재미있어서 시간 가는 줄 몰랐어"
